actor,date,director,id,language,rate,rating_num,region,runtime,title,type,year,is_cn,is_hk,is_tw,is_drama,is_comedy,is_action,is_romance,is_scifi,is_cartoon,is_mystery,is_thriller,is_horror,is_crime,is_homosexua,is_music,is_musical,is_biographical,is_historical,is_war,is_western,is_fantasy,is_adventure,is_disaster,is_sowordsmen,is_erotic,is_best,is_worst
"马翎雁, 张洪杰, 石兰, 马跃, 朱玉雯, 张文","2014-03-07(中国大陆), 2013-09-25(金鸡百花电影节)",海达,25736990,汉语普通话,5.7,189.0,中国大陆,94.0,一个温州的女人,"剧情, 家庭",2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"苏尚卿, 汤水雨, 路知行, 阎萌萌, 刘潮, 周志强, 郭政建",2016-07-22(中国大陆),黄健明,26276436,汉语普通话,5.7,605.0,中国大陆,93.0,刺猬小子之天生我刺,"喜剧, 动画, 冒险",2016,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"朱子奇, 林千鹿, 蔡荣, 陈烨林, 溪格",2016-11-22(中国大陆),朱子奇,26913917,汉语普通话,5.7,889.0,中国大陆,91.0,我来也,"剧情, 动作, 古装",2016,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"吴晓敏, 苏力德",2010,杨真,5913045,汉语普通话,5.8,58.0,中国大陆,85.0,情人湖,"剧情, 爱情, 儿童",2010,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"林妙可, 杨采妮, 刘晓庆",2012-06-01(中国大陆),陈国新,5153525,汉语普通话,5.7,401.0,"中国大陆, 香港",97.0,37,"剧情, 家庭",2012,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"苑乔, 张峰, 齐超",2018-05-04(中国大陆),石桀锐,30194414,汉语普通话,5.7,457.0,中国大陆,107.0,烽火逐金,"剧情, 战争",2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"白威, 岳以恩, 陈西贝, 侯世甲",2016-01-20,苗月,26287775,汉语普通话,5.8,69.0,中国大陆,88.0,青春检察官,剧情,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"吴嘉龙, 王晓, 古天祥, 周诗璇",2009-12-20,张弛,4166383,"粤语 ,  汉语普通话",5.8,87.0,"中国大陆, 澳门",89.0,奥戈,剧情,2009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"谭松韵, 康磊, 李熠霖, 孙艺宁, 吴姗姗, 董妮娜, 乔子涵",2012-03-03(中国大陆),曹伟,20473369,汉语普通话,5.8,75.0,中国大陆,90.0,民国警花,剧情,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"刘海霞, 吉静, 齐昕欣, 董志斌, 张文渔, 方树桥, 徐书华",2006-06-01,姚光华,3793595,"普通话, 国语",5.8,87.0,中国大陆,,马兰花,动画,2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"巫刚, 郑爽, 朱雷, 黄达亮, 于飞",1990,庄红胜,1306992,汉语普通话,5.8,103.0,中国大陆,,金元大劫案,惊悚,1990,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"童爱玲, 莫少聪, 于荣光, 姜荣, 黄挺, 简瑞超, 王挺",1995-11-10(香港),金扬桦,1304145,粤语,5.7,609.0,"香港, 中国大陆",92.0,燃情狙击手 燃情男狙擊,动作,1995,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"林雨申, 李沁, 周毅, 王时雨",2011-05-14,王伟廷,6815048,汉语普通话,5.8,91.0,中国大陆,,落难神偷,"动作, 悬疑",2011,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"徐冬梅, 王迅, 黑子, 李明臣, 赵亮, 杨雯雯, 吴诗倩",2011-11-04(中国大陆),裴军,6790970,汉语普通话,5.7,159.0,中国大陆,94.0,当爸爸来敲门,"喜剧, 动作",2011,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"谷智鑫, 应采儿",2007,何洛,5343605,"普通话, 国语",5.8,83.0,中国大陆,90.0,侠侣探案系列之寿筵丧钟,"剧情, 古装",2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"金舸, 徐敏, 郑薇, 李义, 杨凡, 彭妮",2001-07-19,马晓勇,3189968,"汉语普通话 ,  河南话",5.7,113.0,中国大陆,82.0,生命列车,剧情,2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"李勤勤, 肥龙",2017-06-22(上海电影节),彭韬,26797940,汉语普通话,5.7,163.0,中国大陆,90.0,别离,"剧情, 家庭",2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"陆剑民, 周浩东",2011-10-28(中国大陆),胡雪杨,6855101,汉语普通话,5.8,100.0,中国大陆,90.0,先遣连,"剧情, 历史",2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"戴安娜, 郑拓疆",2016-06-12,代艺霖,26811846,汉语普通话,5.7,103.0,中国大陆,75.0,我的老婆未成年2,"喜剧, 爱情",2016,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"吕良伟, 牛犇, 杜奕衡, 龚宇琼",2014-05-30(中国大陆),张鑫,24859460,汉语普通话,5.8,61.0,中国大陆,90.0,镇海保卫战,"历史, 战争",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"贺淑婧, 王静",2012-03-06,王丹,7055676,汉语普通话,5.8,104.0,中国大陆,93.0,十五岁的笑脸,剧情,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"朱军, 周涛, 李咏, 董卿, 张泽群, 刘芳菲, 满文军, 谢霆锋, 庾澄庆, 冯巩, 牛莉, 蔡明, 郭达, 岳秀清, 阿宝, 宋祖英, 大兵, 赵卫国, 庞龙, 林俊杰, 牛群, 刘小梅, 闫学晶, 黄宏, 巩汉林, 林永健, 刘亚津, 蔡国庆, 郭冬临, 魏积安, 黄晓娟, 杨丽萍, 郎朗, 阎维文, 潘长江, 廖昌永",2006-01-28,"郎昆, 杨东升",26593967,汉语普通话,5.7,592.0,中国大陆,,2006年中央电视台春节联欢晚会,"音乐, 歌舞",2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"唐小然, 苗露文, 徐玺涵",2013,李大寂,25812779,汉语普通话,5.8,49.0,中国大陆,87.0,妈妈出差的夏天,"剧情, 喜剧, 家庭, 儿童",2013,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"吕良伟, 李若斯, 徐亮, 马灿灿, 于同云, 周殿英, 杨猛, 刘永, 侯江龙",2013-04-11,邓衍成,23401145,汉语普通话,5.7,98.0,中国大陆,88.0,火线追凶2之同名为仇,"剧情, 动作, 悬疑, 犯罪",2012,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"朱旭, 渡辺篤志",2004-07-10,牛波,1938034,"日语 ,  汉语普通话",5.8,31.0,"中国大陆, 日本",,汉方道,剧情,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"夏如芝, 郑凯, 霍泥芳, 林宗仁","2012-05-31(中国大陆), 2012-03-23(台湾)",瞿友宁,6003151,汉语普通话,5.7,693.0,中国大陆,85.0,为你而来,"剧情, 爱情",2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"宋佳伦, 林好, 侯剑, 凌云",2010-10-30,潘镜丞,5349920,汉语普通话,5.8,42.0,中国大陆,96.0,战火中的伤情,"剧情, 战争",2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
潘长江,1999,杨世光,2294295,"普通话, 国语",5.7,94.0,中国大陆,93.0,明天我爱你,"剧情, 喜剧, 爱情",1999,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"梁永军, 景涛",2011-11-04(中国大陆),徐捷,4841184,"汉语普通话 ,  方言",5.7,917.0,中国大陆,99.0,古宝奇缘,"剧情, 喜剧, 悬疑, 犯罪",2011,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"陈之辉, 刘峰超, 涂圣成",2016-11-09(法国电影中心),桑林,26877249,汉语普通话,5.7,224.0,中国大陆,102.0,百家拳之关门弟子,动作,2016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"陈冲, 袁岳, 张瑜",1977,谢晋,1305361,汉语普通话,5.9,121.0,中国大陆,,青春,"剧情, 爱情",1977,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"王志刚, 王丹华, 于力, 周楚, 张良",1979,张一,6010023,汉语普通话,5.7,100.0,中国大陆,100.0,挺进中原,"剧情, 历史, 战争",1979,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"赵健文, 王瑞, 张芳",1988,郑洞天,5299037,"普通话, 国语",5.7,39.0,中国大陆,86.0,秘闯金三角,"剧情, 动作, 犯罪",1988,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"王景春, 程皓枫, 殷硕, 张玉洁",2011-08-10,毛小睿,10735446,汉语普通话,5.7,34.0,中国大陆,91.0,永在,"剧情, 悬疑",2011,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"李治廷, 岑宁儿",2015-07-17(中国大陆),张婉婷,26575069,汉语普通话,5.7,53.0,中国大陆,14.0,O的故事,剧情,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"张继波, 刘丰, 高牧坤, 徐丹, 田立春",1989-12,赵为恒,4011174,汉语普通话,5.7,52.0,中国大陆,84.0,花翎飞盗,"悬疑, 武侠, 古装",1989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"王亚楠, 袁泉, 刘琼",1998,彭小莲,1480346,汉语普通话,5.7,53.0,中国大陆,,上海纪事,剧情,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"李子雄, 马跃",2012-10-11,胡明凯,19974326,汉语普通话,5.7,78.0,中国大陆,88.0,父子神探之龙抬头,"剧情, 犯罪",2012,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"黎莉莉, 舒绣文",1942,应云卫,2381072,"普通话, 国语",5.7,57.0,中国大陆,90.0,塞上风云,"剧情, 爱情",1940,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"寇振海, 花小青, 王忠超, 靳维民, 杨元义",1984-06,刘中明,1306068,汉语普通话,5.7,90.0,中国大陆,,智斗美女蛇,动作,1984,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"应采儿, 谷智鑫",2007,何洛,5341830,汉语普通话,5.6,51.0,中国大陆,90.0,侠侣探案系列之书生之死,"剧情, 古装",2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"刘威, 于兰, 李显刚",1987-08,"白德彰, 徐迅行",4149266,汉语普通话,5.7,63.0,中国大陆,99.0,关东大侠,剧情,1987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"谷智鑫, 应采儿, 傅亨, 温峥嵘",2007,何洛,5351249,汉语普通话,5.6,51.0,中国大陆,90.0,侠侣探案系列之晓风残月,"剧情, 古装",2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"朱晓辉, 曹帅, 张德晖, 董婕",2016,刘信义,26789956,汉语普通话,5.6,117.0,中国大陆,94.0,九纹龙史进之替天行道,"剧情, 动作",2016,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"周贤珍, 韦力, 丁其斌, 季军, 苏李, 孙墨笑, 潘凌悦子, 夏思琦, 宗晓军, 陆璐, 赵夏君, 韦奕波, 徐金金, 华明伟, 邵敏, 吴云芳",1999-06-15(中国大陆),何伟,4735157,汉语普通话,5.7,64.0,中国大陆,82.0,胖墩夏令营,"剧情, 儿童",1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"洪兆森, 卢宁, 吴立民, 何立己",1961,高衡,4735177,"普通话, 国语",5.7,56.0,中国大陆,90.0,英雄小八路,"剧情, 战争",1961,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"刘之冰, 陶慧敏, 洪晓熙, 李雪健, 李易祥, 赵亮, 那威",2014-06-16(中国大陆),"明振江, 温德光, 刘之冰",25820619,汉语普通话,5.6,122.0,中国大陆,94.0,兰辉,"剧情, 传记",2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"杨钧承, 耿懿, 言杰, 张德晖",2014-10-23,刘信义,26183021,汉语普通话,5.7,85.0,中国大陆,96.0,青眼虎李云,"剧情, 动作",2014,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"赵阳, 商蓉, 王戎",2004,"巴特尔, 汪惠龄",5320238,汉语普通话,5.7,86.0,中国大陆,,大唐代宗,"剧情, 历史",2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"卢奇, 魏积安, 奚美娟, 薛淑杰, 于越, 张驰, 邓英, 禹童, 何政军, 雷汉, 甘萍, 陆剑民, 李虎城, 吕屹, 桐瑶, 董晴, 徐东生, 马晓峰, 徐为平, 丁柳雁, 朱宏嘉, 刘逸寒, 吴浩铭, 吴华新, 贾晓晨, 李逸朗, 柴蔚, 张红宇, 谢汉斌, 乔和平, 于子宽, 朱品春, 汪根华","2016-07-01(中国大陆), 2015-02-06(首映)",陈国星,25927500,汉语普通话,5.5,206.0,中国大陆,100.0,邓小平登黄山,"剧情, 传记",2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"郭涛, 安雅, 谭维维, 黄轩",2009-11,"崔健, 陈果",3926684,汉语普通话,5.6,159.0,中国大陆,18.0,过去未来,科幻,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"黄海冰, 苗苗, 蒋婧, 王双宝, 周浩东",2010-06-02,过华,5364924,"普通话, 国语",5.6,207.0,中国大陆,,黑梦,剧情,2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"梅丽古丽·艾买提, 沙衣达·艾合买提",2011-10-13(中国大陆),苏磊,10561910,汉语普通话,5.6,59.0,中国大陆,90.0,幸福的向日葵,"剧情, 儿童",2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"赵长军, 李岩, 侯月秋, 夏菁, 李颉",1991,杨启天,1299129,汉语普通话,5.6,49.0,中国大陆,89.0,碧血宝刀,动作,1991,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"英达, 张信哲, 苏慧伦, 王劲松, 洪剑涛, 刘金山, 高亚麟",2012-03-20(中国大陆),扈耀之,4016542,汉语普通话,5.6,81.0,中国大陆,90.0,我和你,喜剧,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"周里京, 艾丽娅, 戚九州, 焦俊艳, 赵昂",2011-07-28(中国大陆),戚健,6519577,汉语普通话,5.6,103.0,中国大陆,100.0,守望天山,剧情,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"洛桑群培, 德姬",2014-05-25(中国大陆),热贡·多吉彭措,25890939,"汉语普通话 ,  藏语",5.7,55.0,中国大陆,,贡嘎日噢,剧情,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"董勇, 马浴柯, 何强, 郭晓明, 于东江, 高蓓蓓",2015-10-30(中国大陆),徐耿,25931451,汉语普通话,5.6,188.0,中国大陆,122.0,钢铁，是这样炼成的,剧情,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"史可, 陈心黎, 韩东, 崔岱, 薛云, 崔宇, 刘振海, 高桐林, 王海涛, 陈志强, 王振荣, 李晓波",2004-10-09,于晓阳,2263236,汉语普通话,5.7,167.0,中国大陆,83.0,天尽头 大顺店,剧情,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"张国文, 欧瑞伟, 麦德罗, 韩月乔",1993-12,常彦,3015998,汉语普通话,5.7,45.0,"中国大陆, 香港",88.0,731大溃逃,战争,1992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"宋韬, 佴文",2012,张馨,20427158,汉语普通话,5.6,71.0,中国大陆,83.0,玄奘袈裟,剧情,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"亓航, 陈之辉, 霍蓉, 张晔, 刘新",2013-05-07,高力强,24527030,汉语普通话,5.7,46.0,中国大陆,97.0,弹无虚发之死亡之海,"剧情, 动作",2012,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"陈锦鸿, 黄小燕, 唐文龙, 张澍, 戴兆安, 李学通, 周蕾, 刘海波",2001-05-10(香港),杨文军,4006595,汉语普通话,5.7,46.0,中国大陆,100.0,爱情保险,"剧情, 喜剧, 爱情",2001,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"范文芳, 吴奇隆, 孙珏童, 孙中艺, 郑强, 林湘萍",2006,潘欣欣,1998152,普通话,5.6,141.0,中国大陆,,十全十美之相聚北京 调包,喜剧,2006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"周豪, Liu Xiaoxiao, Li Jin Kang, Zhou Feng Qi",2014-02-08(柏林电影节),周豪,25732106,汉语普通话,5.6,152.0,中国大陆,95.0,夜,同性,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
宋珉宇,2014-04-17(中国大陆),刘信义,25865516,汉语普通话,5.7,55.0,中国大陆,85.0,没羽箭张清,"动作, 古装",2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"郑昊, 刘庭羽, 向能, 李虎, 薛刚, 东靖川",2010-04-10,"赵小鸥, 赵小溪",4707592,汉语普通话,5.6,143.0,中国大陆,89.0,天上掉下个林妹妹,"喜剧, 爱情, 悬疑, 黑色电影",2010,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"申军谊, 史可, 顾艳, 谭希和",1988,颜学恕,3271348,汉语普通话,5.8,79.0,中国大陆,,杀手情,动作,1988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"张国立, 罗静, 董慧, 路峻",1987-12,"刘中明, 马世达",2311220,汉语普通话,5.7,204.0,中国大陆,90.0,八卦莲花掌,"动作, 爱情, 武侠",1987,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"赵溪童, 李晟华, 高美玲, 谢钟灵",2013-06-12,杨真,24745629,汉语普通话,5.6,122.0,中国大陆,89.0,艾草仙姑,"剧情, 古装",2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"毛阿敏, 孙松, 章杰",1989,刘国权,6861630,汉语普通话,5.5,39.0,中国大陆,,女明星秘史,剧情,1989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"黄璐, 李立宏, 刘芳, 曹俊",2017-06-30(中国大陆),蒲剑,26775954,汉语普通话,5.7,251.0,中国大陆,101.0,宽恕,剧情,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"温碧霞, 淳于珊珊, 孟飞, 谭俏",2010-10-22,刘信义,5341811,汉语普通话,5.4,289.0,中国大陆,98.0,杨雄与石秀,"剧情, 动作, 武侠, 古装",2010,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"卢宇静, 于磊, 余浩瑞, 崔璨, 阳蕾, 郑欣雨, 李彩瑞",2017-03-17(中国大陆),回宇,26948479,汉语普通话,5.4,676.0,中国大陆,60.0,魔游纪1：盘古之心,"剧情, 动作, 奇幻, 冒险, 古装",2017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"王霙, 刘法鲁, 李永田, 王茜, 姚刚",1993-05-01(中国大陆),周康渝,1302699,汉语普通话,5.4,263.0,中国大陆,109.0,秋收起义,剧情,1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"古月, 郭法曾, 孔祥玉, 王伍福, 王健, 谢钢, 陈大伟, 孙海英, 孙清, 刘文治 ",2001-06(中国大陆),"李歇浦, 梁山",1924742,汉语普通话,5.5,129.0,中国大陆,136.0,走出西柏坡,"剧情, 历史, 战争",2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"赵文瑄, 王双宝, 任帅, 胡影怡, 董彦麟, 汪洋, 崔成勋, 张家川",2012-09-21(中国大陆),"毛坚, 许博",11589786,汉语普通话,5.4,570.0,中国大陆,90.0,非常营救,"剧情, 悬疑",2012,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
蒲巴甲,2006-10-20(中国大陆),胡雪桦,1926445,"汉语普通话 ,  藏语",5.4,495.0,中国大陆,108.0,喜玛拉雅王子,剧情,2006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"卢宇静, 余浩瑞, 于磊, 崔璨, 阳蕾, 罗彬, 唐秦, 李彦, 李彩瑞, 张皓然",2017-04-28(中国大陆),回宇,27007097,汉语普通话,5.5,178.0,中国大陆,60.0,魔游纪4：白骨之姬,"剧情, 动作, 冒险, 古装",2017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"周冉, 周柯伊, 陶冰蓝, 钟奕儿, 赵士添, 陈荣达, 岳骐鸿, 许露媛 Luyuan Xu, 吴书扬 Shuyang Wu",2017-01-16(中国大陆),"潘礼平, 高翔, 曹远志, 范思远",26891313,汉语普通话,5.5,177.0,中国大陆,80.0,小戏骨：西游记之红孩儿,"剧情, 奇幻, 古装",2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"爱新觉罗·启星, 马浴柯, 戴佳佳, 王丽涵, 阿依, 石小满",2011-03-04(中国大陆),余治林,5351348,"普通话, 国语",5.4,319.0,中国大陆,94.0,炫舞天鹅,剧情,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"林枫烨, 付赫安琪",2016-12-22(中国大陆),于戈,26935308,汉语普通话,5.4,358.0,中国大陆,65.0,人鬼交易所,"喜剧, 恐怖",2016,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"王宏伟, 焦志强, 王克涛, 战蜂蜂",2016-07(FIRST青年影展),崔英杰,26820839,汉语普通话,5.5,142.0,中国大陆,84.0,保守之地,剧情,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"吴南山, 牛千, 叶尔肯",1985,郝伟光,2300239,"普通话, 国语",5.5,146.0,中国大陆,80.0,深谷尸变,悬疑,1985,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"张梦露, 易含, 刘洋",2006-01-25,游飞,1966919,汉语普通话,5.5,155.0,中国大陆,82.0,我和姐姐,剧情,2006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"王晓燕, 罗玉娟, 李正翔, 张欣, 刘北辰, 王晓彤, 刘彬",2014-04-30(中国大陆),"雷建成, 吴建中",25804697,汉语普通话,5.4,1323.0,"中国大陆, 日本",81.0,聪明的一休之反斗公主,"动画, 悬疑",2014,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alexis G. Zall, Tony Nevada,, Kristina Denton",2014-10-23(中国大陆),陈匀佼,26183360,英语,5.5,44.0,中国大陆,28.0,沉没的镜像,"科幻, 犯罪",2014,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"姬晨牧, 童瑶, 刘佳",2010-02-14,喻瀚湫,4262306,"普通话, 国语",5.5,173.0,中国大陆,,九龙佩,"剧情, 古装",2009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"刘威, 郑昊, 刘金山, 黄杨, 李琦",2011-06-28(中国大陆),李伟,6430838,汉语普通话,5.4,3019.0,中国大陆,90.0,一路惊心,"剧情, 喜剧",2011,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"傅丽莉, 黄达亮, 马冠英, 邵慧芳, 麦文燕",1985,宋崇,1747371,汉语普通话,5.5,38.0,中国大陆,98.0,绞索下的交易,犯罪,1985,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
