actor,date,director,id,language,rate,rating_num,region,runtime,title,type,year,is_cn,is_hk,is_tw,is_drama,is_comedy,is_action,is_romance,is_scifi,is_cartoon,is_mystery,is_thriller,is_horror,is_crime,is_homosexua,is_music,is_musical,is_biographical,is_historical,is_war,is_western,is_fantasy,is_adventure,is_disaster,is_sowordsmen,is_erotic,is_best,is_worst
"洪金宝, 林正英, 孟海, 林敏聪, 龚慈恩, 王文君, 邹兆龙",1990-02-09,刘观伟,1303944,粤语,6.9,4143.0,香港,100.0,鬼咬鬼,"喜剧, 动作, 恐怖",1990,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘青云, 梁家辉, 郭蔼明, 关宝慧, 钟景辉, 邹兆龙",1999-10-16,林岭东,1305843,粤语,7.1,4910.0,香港,103.0,目露凶光,"惊悚, 恐怖",1999,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"邓丽欣, 方力申, 钟嘉欣, 森美, 杨爱瑾, 张敬轩, 胡清蓝, 陈淑兰, 卢惠光, 王一冰",2007-04-19(香港),叶念琛,2043465,粤语,7.2,39942.0,香港,101.0,十分爱 十分愛,爱情,2007,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"黄百鸣, 梁家辉, 张国荣, 毛舜筠, 刘青云, 袁咏仪, 冯宝宝, 郑裕玲, 李泳汉, 关德兴, 黄霑, 李香琴, 曹达华",1994-02-06(香港),高志森,1296897,粤语,7.7,17274.0,香港,94.0,大富之家,"喜剧, 家庭",1994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘德华, 梁咏琪, 吴大维, 秦沛, 钱嘉乐, 徐锦江, 柳影红, 夏萍",1995-12-14(香港),尔冬升,1295316,粤语,6.8,7986.0,香港,114.0,烈火战车,"剧情, 动作",1995,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘兆铭, 黄树棠, 高雄, 米雪, 徐小玲, 张国柱",1979-07-20,徐克,1304940,粤语,7.4,4508.0,香港,88.0,蝶变 蝶變,"动作, 悬疑, 武侠, 古装",1979,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"刘德华, 王祖贤, 陈百祥, 陈敬, 曹达华, 刘洵, 梅小惠, 成奎安, 元华",1990-07-21(香港),黃泰來 Taylor Wong,1306381,粤语,6.3,6987.0,香港,99.0,摩登如来神掌,喜剧,1990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"董骠, 沈殿霞, 吴大维, 关佩琳, 陈淑兰, 吴启华",1989-08-09(香港),黎大炜,1299182,粤语,6.8,3955.0,香港,,富贵开心鬼 富貴開心鬼,"剧情, 喜剧, 惊悚",1989,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"房祖名, 薛凯琪, 曾志伟, 毛舜筠, 黄秋生, 余安安, 钱嘉乐, 曹永廉, 许绍雄, 林雪, 姜大卫",2005-04-28,尔冬升,1329962,粤语,6.6,59166.0,香港,107.0,早熟,"剧情, 爱情",2005,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"郭富城, 张钧甯, 张兆辉, 何超仪, 钱嘉乐, 谭真一, 陈观泰, 黄又南, 董勇",2009-07-09,周显扬,3731463,粤语,6.6,12332.0,"香港, 美国",120.0,罪与罚 殺人犯,"剧情, 悬疑, 犯罪",2009,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"梅艳芳, 刘德华, 谢贤, 尔冬升",1990-07-28(香港),方令正,1307569,"粤语 ,  汉语普通话 ,  日语",7.1,8792.0,香港,96.0,川岛芳子 川島芳子,"剧情, 动作, 爱情, 战争, 犯罪",1990,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"应采儿, 尹子维, 李茏怡, 森美, 王天林, 元秋, 元华",2005-11(香港),王晶,1444595,粤语,5.9,14008.0,香港,90.0,雀圣2：自摸天后 雀聖2自摸天后,喜剧,2005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"梁朝伟, 李绮虹, 刘以达, 林尚义, 赵银淑, 八两金, 李枫",1998-03-05(香港),黎大炜,1297148,粤语,7.1,12218.0,香港,95.0,超时空要爱,"喜剧, 动作, 犯罪, 奇幻",1998,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"郑伊健, 古天乐, 舒淇, 杨恭如, 陈晓东, 郑浩南, 林晓峰, 林熙蕾, 黎姿, 何超仪, 车婉婉, 安雅, 柯一正, 柯受良, 吴志雄, 森美, 阮小仪",2000-12-15,叶伟民,1302379,粤语,5.9,6072.0,香港,105.0,坏小子特攻 BadBoy特攻,"剧情, 喜剧, 动作, 爱情",2000,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"梁家辉, 邵美琪, 毛舜筠, 冯宝宝, 黄韵诗",1992-07-02,刘镇伟,1299135,粤语,7.4,14796.0,香港,95.0,92黑玫瑰对黑玫瑰 92黑玫瑰對黑玫瑰,"喜剧, 动作, 爱情, 歌舞",1992,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"陈法拉, 林家栋, 泰迪·罗宾, 莫绮雯, 陈耀荣, 岑嘉其, 尹扬明, 关楚耀, 张国强, 谭淇淇",2013-08-08(香港),"陈嘉上, 刘国昌, 泰迪·罗宾",22759752,粤语,6.6,14392.0,香港,90.0,李碧华鬼魅系列：奇幻夜 李碧華鬼魅系列：奇幻夜,恐怖,2013,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"张国荣, 吴倩莲, 钟镇涛, 李蕙敏, 张达明, 黎姿, 黄百鸣, 陈洁灵, 周文健, 雷宇扬",1998-02-14(香港),高志森,1303176,粤语,6.8,7049.0,香港,86.0,九星报喜 九星報喜,"喜剧, 爱情, 古装",1998,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘德华, 梅艳芳, 吴君如, 陈冠希, 林家栋, 郑中基, 应采儿, 林子聪, 谭小环, 韩君婷",2001-12-21(香港),刘伟强,1304989,粤语,6.6,13490.0,香港,94.0,爱君如梦,爱情,2001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"万梓良, 徐锦江, 林国斌, 袁日初, 王小凤, 成奎安, 陈敬",1987,麦当杰,1780428,粤语,7.6,3685.0,香港,88.0,省港旗兵2：兵分两路 省港旗兵續集,"动作, 犯罪",1987,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘德华, 常盘贵子, Intira Jaroenpura, 陈荣宗, 潘源良, 陈文义, 姜国民",2000-12-21(香港),李仁港,1301876,"粤语 ,  普通话 ,  日语 ,  泰语",6.8,14323.0,香港,105.0,阿虎,"剧情, 爱情",2000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"成龙, 元彪, 李丽丽, 李海生, 田丰",1980-02-09,成龙,1294131,粵語,6.9,5244.0,香港,101.0,师弟出马 師弟出馬,"喜剧, 动作",1980,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"郑佩佩, 岳华, 杨志卿, 陈鸿烈, 韩英杰, 沈涝, 林健全, 谷峰, 李允中",1966-04-07(香港),胡金铨,1301946,汉语普通话,7.5,4706.0,香港,95.0,大醉侠 大醉俠,"动作, 武侠, 古装",1966,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"洪金宝, 钟镇涛, 关之琳, 元彪, 郑文雅, 沈殿霞, 曾志伟, 林正英, 狄威, 钱嘉乐",1986-01-30,洪金宝,1300508,粤语,7.3,4484.0,香港,94.0,富贵列车 富貴列車,"喜剧, 动作, 西部",1986,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"元奎, 吴君如, 卢冠廷, 杜德伟, 陈淑兰, 叶子楣",1990-08-11,刘镇伟,1300085,粤语,7.0,5027.0,香港,92.0,尸家重地 屍家重地,"喜剧, 恐怖",1990,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"黄又南, 吴千语, 刘美君, 梁咏琪, 李克勤, 泰臣, 尹扬明, 单立文, 白彪, 夏嫣, 谭耀文, 雪梨","2016-03-18(中国大陆), 2015-10-22(香港)",刘伟恒,25951720,"汉语普通话 ,  粤语 ,  英语",7.4,10114.0,香港,105.0,寻找心中的你 王家欣,"剧情, 爱情",2015,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"杨紫琼, 于荣光, 成龙",1993-10-21,唐季礼 (Stanley Tong),1482541,粤语,6.9,5385.0,香港,104.0,超级计划 超級計劃,"喜剧, 动作, 惊悚, 犯罪",1993,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"谢霆锋, 曾志伟, 舒淇, 谷祖琳, 吴君如, 陈惠敏, 李灿森, 冯德伦, 尹子维, 陈慧琳, 黄秋生, 金燕玲, 张达明, 谷德昭",1999-11-05(香港),叶锦鸿,1304469,粤语,7.2,18897.0,香港,101.0,半支烟 半支煙,"剧情, 爱情",1999,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘德华, 叶德娴, 秦沛, 刘兆铭, 蓝洁瑛",1985-09-26,吴思远,1306977,粤语,7.4,4372.0,香港,102.0,法外情,犯罪,1985,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鲍起静, 黄浩然, 王菀之, 叶良财, 尹汇雰, 高志森, 李枫, 陈安莹, 蔡子洋, 卫诗雅, 黄侯升, 陈美娥, 伍昭斌, 张咏华, 傅志坚, 陈川珲, 陈泽耀, 周蕊丽, 张文盈, 谭育怜","2017-10-13(中国大陆), 2016-11-24(香港)",李勇昌,26712235,粤语,7.2,2949.0,"香港, 马来西亚",98.0,我的妈呀 大手牽小手,剧情,2016,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"曾志伟, 陈百祥, 关秀媚, 罗嘉良, 张锦程, 雷宇扬, 罗兰",1999-06-11(香港),钟澍佳,1306788,粤语,6.4,1145.0,香港,85.0,电影鸭 電影鴨,喜剧,1999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"邓丽欣, 文咏珊, 贾晓晨, 汤怡, 李曼筠, 郑中基, 陈辉虹, 郑诗君, 蔡瀚亿, 徐天佑, 高志森, 黎海珊, 梁咏琪, 卢觅雪, 陆永, 安志杰, 王祖蓝, 黄又南",2008-08-08,"陈庆嘉, 秦小珍",3148571,粤语,5.9,17623.0,香港,119.0,内衣少女,喜剧,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"周润发, 吴倩莲, 刘家辉, 秦汉, 蔡宇, 郭追, 乔宏, 王敏德 ",1994-01-29,刘镇伟,1295636,"粤语 ,  普通话 ,  英语 ,  日语",6.7,3428.0,香港,105.0,花旗少林,"动作, 爱情, 奇幻",1994,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"郭富城, 杨采妮, 吴澋滔, 林熙蕾, 秦海璐, 许茹芸, 徐天佑",2006-11-30(香港),谭家明,1727557,"粤语 ,  汉语普通话",6.8,24045.0,"香港, 马来西亚",150.0,父子,"剧情, 家庭",2006,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"李心洁, 李彩桦, 周俊伟, 刘兆铭, 曾雅琪",2006-06-30,"彭顺, 彭发",1778999,粤语,6.4,10347.0,"香港, 泰国",108.0,鬼域,"悬疑, 惊悚, 恐怖, 奇幻",2006,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"梁朝伟, 陈小春, 李若彤, 谷峰, 丁子峻, 林伟亮, 雷宇扬, 林尚义, 邹兆龙",1996-08-03,邱礼涛,1480318,粤语,6.3,4777.0,香港,97.0,洪兴仔之江湖大风暴,"剧情, 动作",1996,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"甄子丹, 王珏, 王秀萍, 陈淑兰, 吴孟达, 袁洁莹, 鲍方, 熊欣欣, 李家声, 关海山, 陈永霞",1993-12-11,"袁和平, 陈千松",1865903,粤语,6.4,4110.0,香港,115.0,苏乞儿 蘇乞兒,"剧情, 动作, 武侠, 古装",1993,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"任达华, 元秋, 邵美琪, 骆应钧, 林雪, 梁家辉, 陈慧琳, 颜卓灵, 童爱玲, 陈滢, 邵音音, 陈静, 顾美华, 卢海鹏, 陈丽云",2013-07-11(香港),"任达华, 李志毅, 陈果",22759660,粤语,6.6,13561.0,香港,114.0,李碧华鬼魅系列：迷离夜 李碧華鬼魅系列：迷離夜,恐怖,2013,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"金城武, 陈慧琳, 陈奕迅, 郑佩佩, 谷德昭, 尹子维",2001-02-08(马来西亚),叶锦鸿,1297363,粤语,6.7,13664.0,香港,111.0,薰衣草,"爱情, 奇幻",2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"李英爱, 刘智泰, 李文植, 朴仁焕, 白钟学",2001-09-28(韩国),许秦豪,1300186,韩语,7.8,16764.0,"韩国, 日本, 香港",115.0,春逝 ??? ??,"剧情, 爱情",2001,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"梁朝伟, 黄百鸣, 任达华, 叶子楣, 泰迪·罗宾, 梁天, 乐韵",1991-05-16,于仁泰,1305625,粤语,6.6,2772.0,香港,94.0,千王1991,喜剧,1991,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"黎姿, 黄秋生, 罗兰, 林尚义, 张玉珊",1998-09-18,杜励智,1304023,粤语,5.3,1448.0,香港,90.0,香港第一凶宅,"剧情, 恐怖",1998,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"张雨绮, 立威廉, 姚文雪, 袁祥仁, 彭敬慈, 冯勉恒, 吴彦祖, 李尚正, 高宝云",2009-12-03,冯德伦,2124718,"粤语 ,  汉语普通话",5.3,8916.0,"香港, 中国",87.0,跳出去,"剧情, 喜剧",2009,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"杨紫琼, 甄子丹, 李子雄, 洪欣, 徐少强",1994-03-24,袁和平,1306232,粤语,6.8,6341.0,香港,93.0,咏春 詠春,"剧情, 动作",1994,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"梁朝伟, 吴孟达, 林国斌, 吴毅将, 张文慈, 徐锦江, 李兆基, 吴志雄",1997-11-15,邓衍成,1394466,粤语,6.9,2708.0,香港,102.0,黑狱断肠歌之砌生猪肉 黑獄斷腸歌之砌生豬肉,犯罪,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"张家辉, 刘心悠, 林威, 吴家丽, 李元玲",2014-07-10(香港),张家辉,24522915,粤语,5.5,10950.0,"香港, 马来西亚",82.0,盂兰神功 盂蘭神功,"惊悚, 恐怖",2014,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"许冠杰, 吴孟达, 毛舜筠, 许冠英, 沈殿霞, 黄光亮, 黄百鸣",1993-06-30,高志森,1767732,粤语,6.3,5289.0,"香港, 新加坡",79.0,水浒笑传 水滸笑傳,喜剧,1993,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘雅丽, 苏玉华, 罗冠兰, 冯蔚蘅, 吴大维, 杨英伟, 谢君豪, 冯宝宝, 毛舜筠, 黄霑, 黄百鸣",1994-04-21(香港),高志森,1304244,粤语,8.1,6426.0,香港,86.0,我和春天有个约会,"剧情, 歌舞",1994,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"柯佳嬿, 张榕容, 范植伟, 吴慷仁, 屈中恒, 北村丰晴, 陈亮材, 吴震亚, 张少怀, 李永丰, 李律, 蔡信弘",2008-11-27(香港),程孝泽,2081098,汉语普通话,7.0,49195.0,"香港, 台湾",83.0,渺渺,"喜剧, 爱情, 同性",2008,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"姚月明, 麦惠芬, 麦雪雯, 张醒超, 徐天佑, 谷祖琳",1999-12-30(香港),陈果,1304758,粤语,8.5,9752.0,香港,101.0,细路祥 細路祥,剧情,1999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"史蒂文·席格, 樊少皇, 喻亢, 杰姆斯·班尼特, 鲁迪·杨布拉德, 伊戈·米基塔斯, 维他亚·潘斯林加姆, Bayra Bela, Kat Ingkarat, Ocean Hou, Bui Thi Thanh Le, Ting Sue",2018-09-14(美国),马蒂厄斯·韦施勒,27064565,英语,,,"香港, 美国, 泰国, 英国",90.0,忏悔 Attrition,动作,2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"李连杰, 黄秋燕, 潘清福, 于承惠, 于海, 胡坚强",1984-01-26(香港),张鑫炎,1297726,粤语,6.9,4405.0,香港,103.0,少林小子,"剧情, 武侠, 古装",1984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"许冠文, 许冠杰, 许冠英, 吕有慧, 乔宏, 罗兰, 丁佩, 许绍雄",1974-10-17,许冠文,1301997,粤语,7.3,3520.0,香港,107.0,鬼马双星 鬼馬雙星,喜剧,1974,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"洪金宝, 张学友, 王祖贤, 姜大卫, 冯淬帆, 秦沛, 胡枫, 林正英, 元华, 元奎, 张坚庭",1986-03-20,"陈欣健, 刘观伟",1477288,粤语,6.5,1520.0,香港,88.0,霹雳大喇叭,"喜剧, 恐怖",1986,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"洪金宝, 曾志伟, 陈百祥, 冯淬帆, 吴耀汉, 秦祥林, 吕少玲, 邱月清, 陈妙瑛, 刘观伟, 胡慧中, 林德禄 , 黄凯森, 陈中泰, 秦虹, 叶荣祖",1992-03-27,"洪金宝, 曾志伟, 元奎, 刘观伟",1930829,粤语,6.4,3535.0,香港,94.0,五福星撞鬼,"喜剧, 动作, 鬼怪",1992,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"吴倩莲, 黎耀祥, 陈豪, 黄文慧, 元彬, 林雪",1997-11-29,曾瑾昌,1472532,粤语,7.4,6634.0,香港,87.0,恐怖鸡 恐怖雞,"惊悚, 恐怖, 犯罪",1997,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"范冰冰, 陈小春, 南贤俊, 潘晓婷, 杨扬, 陈观泰, 高敏, 邢傲伟, 张翰, 王浩燃, 吴振天, 赵文琪",2008-06-27,傅华阳,3212106,粤语,4.7,20243.0,香港,96.0,精舞门,"喜剧, 动作",2008,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"房祖名, 薛凯琪",2010-05-01(香港),黄真真,3804470,粤语,7.4,73850.0,香港,104.0,分手说爱你 分手說愛你,"剧情, 喜剧, 爱情",2010,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"钟丽缇, 方中信",2004-05-13,邱礼涛,1798665,粤语,7.1,1467.0,香港,88.0,惊心动魄,"悬疑, 惊悚",2004,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘德华, 关之琳, 元奎, 吴耀汉, 关淑怡",1992-09-03(香港),"元奎, 黎大炜",1437554,粤语,5.9,4099.0,香港,92.0,九二神雕之痴心情长剑 九二神鵰之痴心情長劍,"喜剧, 奇幻, 武侠",1992,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"成龙, 田俊, 石天, 武文秀, 李桐春, 方秀一, 王清, 王光裕, 李文泰, 李海龙, 高强, 李昆, 李清富, 谢铭文, 彭贤章, 王耀烜, 武德山, 江志平, 徐沅",1978-11-23,罗维,1308308,粤语,6.3,1400.0,香港,94.0,拳精,动作,1978,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"周润发, 钟镇涛, 梅艳芳, 王祖贤, 王晶, 陈友, 成奎安, 午马, 林珊珊",1986-06-05,钟镇涛,1305343,粤语,6.4,3726.0,香港,92.0,杀妻2人组 殺妻2人組,喜剧,1986,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刘德华, 陈百祥, 张敏, 莫少聪, 理查德·诺顿, 成奎安, 石坚",1986-09-17,王晶,1308237,粤语,6.1,3092.0,香港,95.0,魔翡翠,"喜剧, 动作",1986,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"林耀声, 胡子彤, 廖启智, 谈善言, 岑珈其, 潘灿良, 王思敏, 税瀞熙, 林海峰","2017-04-07(中国大陆), 2016-03-26(香港电影节), 2016-08-25(香港)",陈志发,26704592,粤语,6.5,2968.0,香港,96.0,点五步 點五步,"剧情, 运动",2016,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"郑则仕, 王青, 陈星, 庄静而, 钟保罗, 艾迪",1980-11-29,余允抗,1982041,粤语,6.5,1374.0,香港,90.0,山狗,"惊悚, 恐怖",1980,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"周润发, 张艾嘉, 郑丹瑞, 利智, 黄坤玄, 黄家驹, 叶世荣, 黄家强, 黄贯中",1990-01-08(香港),杜琪峰,1302443,粤语,7.4,6033.0,香港,90.0,吉星拱照,喜剧,1990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"吴耀汉, 曾志伟, 冯淬帆, 苗侨伟, 刘嘉玲, 曹达华, 陈百祥, 郑则仕, 王青, 卢海鹏",1989-04-28,冯淬帆,1302110,粤语,6.4,2075.0,香港,95.0,福星闯江湖 福星闖江湖,喜剧,1989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"钟楚红, 周润发, 王小凤, 叶德娴",1987-10-15,"黎大炜, 黄泰来",1294123,粤语,6.6,3245.0,香港,88.0,鬼新娘,"剧情, 喜剧, 惊悚, 恐怖",1987,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"成龙, 元奎, 冯克安, 陈惠敏, 郑康业, 火星",1982-01-21,成龙,1297213,粤语,6.6,6838.0,香港,102.0,龙少爷 龍少爺,"喜剧, 动作, 运动",1982,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"林正英, 李丽珍, 李家声, 冯淬帆, 曹查理, 熊欣欣, 太保",1992-09-04,唐伟成,2125241,粤语,6.6,3509.0,香港,94.0,音乐僵尸 音樂殭屍,"喜剧, 奇幻",1990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"张智霖, 佘诗曼, 江希文, 苏永康, 蔡一智, 姚乐怡, 李蕙敏, 李卓颖, 黄百鸣, 吴文忻, 王合喜, 林志豪, 唐文龙",2000-12-07,钟澍佳,1914928,粤语,6.7,1221.0,香港,98.0,跑马地的月光,爱情,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"任达华, 邵美琪, 林雪, 曾国祥, 彭敬慈, 王文成",2008,刘国昌,3621404,粤语,6.4,4432.0,香港,,机动部队—绝路,"剧情, 惊悚, 犯罪",2008,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"洪金宝, 麦嘉, 谭咏麟, 郑则仕, 陈友, 刘德华, 楼南光, 张艾嘉, 吴耀汉, 王小凤, 冯淬帆, 苗侨伟, 松井哲也, 童玲, 曹达华",1986-06-20(香港),曾志伟,1297981,粤语,6.7,4893.0,香港,95.0,最佳福星,"剧情, 喜剧",1986,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"陈冠希, 钟欣潼, 谢霆锋, 任达华, 林雪, 舒高",2004-05-01,王晶,1308847,粤语,6.4,11207.0,香港,94.0,新扎师兄 新紮師兄,动作,2004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"洪金宝, 谭咏麟, 梅艳芳, 刘德华, 苗侨伟, 莫少聪, 曾志伟, 林俊贤, 陈百祥, 成奎安, 郑则仕, 楼南光, 惠天赐, 刘家辉, 陈观泰, 柯受良, 白彪, 陈勋奇, 龙方",1990-01-19(香港),郑则仕,1298155,粤语,6.7,5923.0,香港,89.0,富贵兵团 富貴兵團,"喜剧, 动作",1990,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"张兆志, 黄立行, 杨谨华, 高捷, 黄玉荣, 于婕",2002-11-07,戴立忍,1304337,汉语普通话,6.8,19574.0,"台湾, 香港",97.0,台北晚九朝五,"剧情, 爱情, 情色",2002,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"刘德华, 关之琳, 郑裕玲, 冯淬帆, 邱淑贞, 吴君如, 陈百祥, 曹查理, 吴启华, 苗侨伟, 成奎安, 罗兰, 陈辉虹",1988-12-15,王晶,1303724,粤语,6.5,3731.0,香港,,最佳损友闯情关,喜剧,1988,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
